eei_id,exon1,exon2,p_value,chi2_statistic,odds_ratio,cachexic_with_eei,cachexic_without_eei,control_with_eei,control_without_eei,total_samples,corrected_p,significant
ENSMUSE00001209717_ENSMUSE00001220520,ENSMUSE00001209717,ENSMUSE00001220520,0.14358265287765856,2.139136904761904,0.125,1,8,7,7,23,0.7784525510194641,False
ENSMUSE00001209717_ENSMUSE00001295662,ENSMUSE00001209717,ENSMUSE00001295662,0.14358265287765856,2.139136904761904,0.125,1,8,7,7,23,0.7784525510194641,False
ENSMUSE00001296386_ENSMUSE00000116544,ENSMUSE00001296386,ENSMUSE00000116544,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00001296386_ENSMUSE00000116543,ENSMUSE00001296386,ENSMUSE00000116543,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00001296386_ENSMUSE00000116545,ENSMUSE00001296386,ENSMUSE00000116545,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00001296386_ENSMUSE00000116547,ENSMUSE00001296386,ENSMUSE00000116547,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00001296386_ENSMUSE00001216673,ENSMUSE00001296386,ENSMUSE00001216673,0.14358265287765856,2.139136904761904,0.125,1,8,7,7,23,0.7784525510194641,False
ENSMUSE00001296386_ENSMUSE00001220520,ENSMUSE00001296386,ENSMUSE00001220520,0.14358265287765856,2.139136904761904,0.125,1,8,7,7,23,0.7784525510194641,False
ENSMUSE00001296386_ENSMUSE00001295662,ENSMUSE00001296386,ENSMUSE00001295662,0.14358265287765856,2.139136904761904,0.125,1,8,7,7,23,0.7784525510194641,False
ENSMUSE00001296386_ENSMUSE00000116548,ENSMUSE00001296386,ENSMUSE00000116548,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00001270507_ENSMUSE00000116544,ENSMUSE00001270507,ENSMUSE00000116544,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00001270507_ENSMUSE00000116543,ENSMUSE00001270507,ENSMUSE00000116543,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00001270507_ENSMUSE00000116545,ENSMUSE00001270507,ENSMUSE00000116545,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00001270507_ENSMUSE00000116547,ENSMUSE00001270507,ENSMUSE00000116547,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00001270507_ENSMUSE00000116548,ENSMUSE00001270507,ENSMUSE00000116548,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00000109884_ENSMUSE00001307936,ENSMUSE00000109884,ENSMUSE00001307936,1.0,0.0,0.7142857142857143,2,7,4,10,23,1.0,False
ENSMUSE00000109884_ENSMUSE00001298642,ENSMUSE00000109884,ENSMUSE00001298642,1.0,0.0,0.7142857142857143,2,7,4,10,23,1.0,False
ENSMUSE00000109884_ENSMUSE00000176612,ENSMUSE00000109884,ENSMUSE00000176612,1.0,0.0,0.7142857142857143,2,7,4,10,23,1.0,False
ENSMUSE00000109881_ENSMUSE00001307936,ENSMUSE00000109881,ENSMUSE00001307936,1.0,0.0,0.7142857142857143,2,7,4,10,23,1.0,False
ENSMUSE00000109881_ENSMUSE00001298642,ENSMUSE00000109881,ENSMUSE00001298642,1.0,0.0,0.7142857142857143,2,7,4,10,23,1.0,False
ENSMUSE00000109881_ENSMUSE00000176612,ENSMUSE00000109881,ENSMUSE00000176612,1.0,0.0,0.7142857142857143,2,7,4,10,23,1.0,False
ENSMUSE00001246685_ENSMUSE00001220243,ENSMUSE00001246685,ENSMUSE00001220243,0.5717129915598929,0.31982473544973533,0.38095238095238093,2,7,6,8,23,1.0,False
ENSMUSE00001246685_ENSMUSE00001261591,ENSMUSE00001246685,ENSMUSE00001261591,0.5717129915598929,0.31982473544973533,0.38095238095238093,2,7,6,8,23,1.0,False
ENSMUSE00001140292_ENSMUSE00001246685,ENSMUSE00001140292,ENSMUSE00001246685,1.0,0.0,1.25,3,6,4,10,23,1.0,False
ENSMUSE00000141062_ENSMUSE00001246685,ENSMUSE00000141062,ENSMUSE00001246685,1.0,0.0,1.25,3,6,4,10,23,1.0,False
ENSMUSE00001140292_ENSMUSE00001254231,ENSMUSE00001140292,ENSMUSE00001254231,1.0,0.0,1.25,3,6,4,10,23,1.0,False
ENSMUSE00000141062_ENSMUSE00001254231,ENSMUSE00000141062,ENSMUSE00001254231,1.0,0.0,1.25,3,6,4,10,23,1.0,False
ENSMUSE00000749087_ENSMUSE00000218539,ENSMUSE00000749087,ENSMUSE00000218539,0.24990760179072924,1.3238201530612246,0.16666666666666666,1,8,6,8,23,0.9724198373404308,False
ENSMUSE00001220243_ENSMUSE00000218539,ENSMUSE00001220243,ENSMUSE00000218539,0.24990760179072924,1.3238201530612246,0.16666666666666666,1,8,6,8,23,0.9724198373404308,False
ENSMUSE00001261591_ENSMUSE00000218539,ENSMUSE00001261591,ENSMUSE00000218539,0.24990760179072924,1.3238201530612246,0.16666666666666666,1,8,6,8,23,0.9724198373404308,False
ENSMUSE00001276413_ENSMUSE00000218539,ENSMUSE00001276413,ENSMUSE00000218539,0.24990760179072924,1.3238201530612246,0.16666666666666666,1,8,6,8,23,0.9724198373404308,False
ENSMUSE00001230594_ENSMUSE00001312189,ENSMUSE00001230594,ENSMUSE00001312189,1.0,0.0,1.7142857142857142,2,7,2,12,23,1.0,False
ENSMUSE00001230594_ENSMUSE00001313264,ENSMUSE00001230594,ENSMUSE00001313264,1.0,0.0,1.7142857142857142,2,7,2,12,23,1.0,False
ENSMUSE00001230594_ENSMUSE00001236074,ENSMUSE00001230594,ENSMUSE00001236074,1.0,0.0,1.7142857142857142,2,7,2,12,23,1.0,False
ENSMUSE00001230594_ENSMUSE00001240947,ENSMUSE00001230594,ENSMUSE00001240947,1.0,0.0,1.7142857142857142,2,7,2,12,23,1.0,False
ENSMUSE00001230594_ENSMUSE00001229274,ENSMUSE00001230594,ENSMUSE00001229274,1.0,0.0,1.7142857142857142,2,7,2,12,23,1.0,False
ENSMUSE00000135932_ENSMUSE00001140292,ENSMUSE00000135932,ENSMUSE00001140292,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00000135932_ENSMUSE00001239293,ENSMUSE00000135932,ENSMUSE00001239293,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00001307936_ENSMUSE00000135932,ENSMUSE00001307936,ENSMUSE00000135932,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001298642_ENSMUSE00000135932,ENSMUSE00001298642,ENSMUSE00000135932,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000135932_ENSMUSE00000141061,ENSMUSE00000135932,ENSMUSE00000141061,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00000135932_ENSMUSE00001209786,ENSMUSE00000135932,ENSMUSE00001209786,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00000135932_ENSMUSE00001236074,ENSMUSE00000135932,ENSMUSE00001236074,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00000176612_ENSMUSE00000135932,ENSMUSE00000176612,ENSMUSE00000135932,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001295313_ENSMUSE00000135932,ENSMUSE00001295313,ENSMUSE00000135932,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001238659_ENSMUSE00000135932,ENSMUSE00001238659,ENSMUSE00000135932,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000135931_ENSMUSE00001140292,ENSMUSE00000135931,ENSMUSE00001140292,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00000135931_ENSMUSE00001239293,ENSMUSE00000135931,ENSMUSE00001239293,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00000135931_ENSMUSE00000141061,ENSMUSE00000135931,ENSMUSE00000141061,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00001445808_ENSMUSE00001140292,ENSMUSE00001445808,ENSMUSE00001140292,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00001445808_ENSMUSE00001239293,ENSMUSE00001445808,ENSMUSE00001239293,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00001307936_ENSMUSE00001445808,ENSMUSE00001307936,ENSMUSE00001445808,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001298642_ENSMUSE00001445808,ENSMUSE00001298642,ENSMUSE00001445808,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001445808_ENSMUSE00000141061,ENSMUSE00001445808,ENSMUSE00000141061,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00000176612_ENSMUSE00001445808,ENSMUSE00000176612,ENSMUSE00001445808,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001295313_ENSMUSE00001445808,ENSMUSE00001295313,ENSMUSE00001445808,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001238659_ENSMUSE00001445808,ENSMUSE00001238659,ENSMUSE00001445808,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001140292_ENSMUSE00000743305,ENSMUSE00001140292,ENSMUSE00000743305,1.0,0.0,1.25,3,6,4,10,23,1.0,False
ENSMUSE00000141062_ENSMUSE00000743305,ENSMUSE00000141062,ENSMUSE00000743305,1.0,0.0,1.25,3,6,4,10,23,1.0,False
ENSMUSE00001307936_ENSMUSE00000135936,ENSMUSE00001307936,ENSMUSE00000135936,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001307936_ENSMUSE00001236074,ENSMUSE00001307936,ENSMUSE00001236074,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001307936_ENSMUSE00001240947,ENSMUSE00001307936,ENSMUSE00001240947,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001307936_ENSMUSE00001229274,ENSMUSE00001307936,ENSMUSE00001229274,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001307936_ENSMUSE00001279598,ENSMUSE00001307936,ENSMUSE00001279598,1.0,0.0,0.7142857142857143,2,7,4,10,23,1.0,False
ENSMUSE00001307936_ENSMUSE00000135934,ENSMUSE00001307936,ENSMUSE00000135934,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001307936_ENSMUSE00000135935,ENSMUSE00001307936,ENSMUSE00000135935,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001298642_ENSMUSE00000135936,ENSMUSE00001298642,ENSMUSE00000135936,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001298642_ENSMUSE00001236074,ENSMUSE00001298642,ENSMUSE00001236074,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001298642_ENSMUSE00001240947,ENSMUSE00001298642,ENSMUSE00001240947,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001298642_ENSMUSE00001229274,ENSMUSE00001298642,ENSMUSE00001229274,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001298642_ENSMUSE00001279598,ENSMUSE00001298642,ENSMUSE00001279598,1.0,0.0,0.7142857142857143,2,7,4,10,23,1.0,False
ENSMUSE00001298642_ENSMUSE00000135934,ENSMUSE00001298642,ENSMUSE00000135934,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001298642_ENSMUSE00000135935,ENSMUSE00001298642,ENSMUSE00000135935,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000135936_ENSMUSE00001209786,ENSMUSE00000135936,ENSMUSE00001209786,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00000135936_ENSMUSE00001236074,ENSMUSE00000135936,ENSMUSE00001236074,0.47988178675837,0.49913194444444436,2.933333333333333,4,5,3,11,23,1.0,False
ENSMUSE00000176612_ENSMUSE00000135936,ENSMUSE00000176612,ENSMUSE00000135936,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001295313_ENSMUSE00000135936,ENSMUSE00001295313,ENSMUSE00000135936,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001238659_ENSMUSE00000135936,ENSMUSE00001238659,ENSMUSE00000135936,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001312189_ENSMUSE00000636598,ENSMUSE00001312189,ENSMUSE00000636598,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00001312189_ENSMUSE00000564899,ENSMUSE00001312189,ENSMUSE00000564899,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00001313264_ENSMUSE00000636598,ENSMUSE00001313264,ENSMUSE00000636598,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00001313264_ENSMUSE00000564899,ENSMUSE00001313264,ENSMUSE00000564899,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00001209786_ENSMUSE00000636598,ENSMUSE00001209786,ENSMUSE00000636598,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00001209786_ENSMUSE00000564899,ENSMUSE00001209786,ENSMUSE00000564899,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00001236074_ENSMUSE00000636598,ENSMUSE00001236074,ENSMUSE00000636598,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00001236074_ENSMUSE00000564899,ENSMUSE00001236074,ENSMUSE00000564899,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00001240947_ENSMUSE00000636598,ENSMUSE00001240947,ENSMUSE00000636598,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00001240947_ENSMUSE00000564899,ENSMUSE00001240947,ENSMUSE00000564899,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00001310460_ENSMUSE00000636598,ENSMUSE00001310460,ENSMUSE00000636598,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00001310460_ENSMUSE00000564899,ENSMUSE00001310460,ENSMUSE00000564899,0.8822930333191513,0.021922657952069692,1.8333333333333333,3,6,3,11,23,1.0,False
ENSMUSE00000176612_ENSMUSE00000135934,ENSMUSE00000176612,ENSMUSE00000135934,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000176612_ENSMUSE00000135935,ENSMUSE00000176612,ENSMUSE00000135935,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001295313_ENSMUSE00000135934,ENSMUSE00001295313,ENSMUSE00000135934,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001295313_ENSMUSE00000135935,ENSMUSE00001295313,ENSMUSE00000135935,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001238659_ENSMUSE00000135934,ENSMUSE00001238659,ENSMUSE00000135934,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00001238659_ENSMUSE00000135935,ENSMUSE00001238659,ENSMUSE00000135935,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000153122_ENSMUSE00001227790,ENSMUSE00000153122,ENSMUSE00001227790,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000153122_ENSMUSE00000354724,ENSMUSE00000153122,ENSMUSE00000354724,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000153124_ENSMUSE00001227790,ENSMUSE00000153124,ENSMUSE00001227790,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000153124_ENSMUSE00000354724,ENSMUSE00000153124,ENSMUSE00000354724,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000321445_ENSMUSE00001227790,ENSMUSE00000321445,ENSMUSE00001227790,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000321445_ENSMUSE00000354724,ENSMUSE00000321445,ENSMUSE00000354724,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000321436_ENSMUSE00001227790,ENSMUSE00000321436,ENSMUSE00001227790,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000321436_ENSMUSE00000354724,ENSMUSE00000321436,ENSMUSE00000354724,1.0,0.0,1.44,4,5,5,9,23,1.0,False
ENSMUSE00000165598_ENSMUSE00000217388,ENSMUSE00000165598,ENSMUSE00000217388,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00000165598_ENSMUSE00000217385,ENSMUSE00000165598,ENSMUSE00000217385,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00000165598_ENSMUSE00000217386,ENSMUSE00000165598,ENSMUSE00000217386,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00000165598_ENSMUSE00000474225,ENSMUSE00000165598,ENSMUSE00000474225,1.0,0.0,1.0476190476190477,2,7,3,11,23,1.0,False
ENSMUSE00001269662_ENSMUSE00001249066,ENSMUSE00001269662,ENSMUSE00001249066,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001269662_ENSMUSE00001263822,ENSMUSE00001269662,ENSMUSE00001263822,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001269662_ENSMUSE00001238359,ENSMUSE00001269662,ENSMUSE00001238359,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001269662_ENSMUSE00001265647,ENSMUSE00001269662,ENSMUSE00001265647,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001269662_ENSMUSE00001303644,ENSMUSE00001269662,ENSMUSE00001303644,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001269662_ENSMUSE00001269485,ENSMUSE00001269662,ENSMUSE00001269485,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001467934_ENSMUSE00001249066,ENSMUSE00001467934,ENSMUSE00001249066,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001467934_ENSMUSE00001263822,ENSMUSE00001467934,ENSMUSE00001263822,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001467934_ENSMUSE00001238359,ENSMUSE00001467934,ENSMUSE00001238359,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001467934_ENSMUSE00001265647,ENSMUSE00001467934,ENSMUSE00001265647,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001467934_ENSMUSE00001303644,ENSMUSE00001467934,ENSMUSE00001303644,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001467934_ENSMUSE00001269485,ENSMUSE00001467934,ENSMUSE00001269485,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001301316_ENSMUSE00001249066,ENSMUSE00001301316,ENSMUSE00001249066,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001301316_ENSMUSE00001263822,ENSMUSE00001301316,ENSMUSE00001263822,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001301316_ENSMUSE00001238359,ENSMUSE00001301316,ENSMUSE00001238359,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001301316_ENSMUSE00001265647,ENSMUSE00001301316,ENSMUSE00001265647,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001301316_ENSMUSE00001303644,ENSMUSE00001301316,ENSMUSE00001303644,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001301316_ENSMUSE00001269485,ENSMUSE00001301316,ENSMUSE00001269485,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001240342_ENSMUSE00001249066,ENSMUSE00001240342,ENSMUSE00001249066,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001240342_ENSMUSE00001263822,ENSMUSE00001240342,ENSMUSE00001263822,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001240342_ENSMUSE00001238359,ENSMUSE00001240342,ENSMUSE00001238359,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001240342_ENSMUSE00001265647,ENSMUSE00001240342,ENSMUSE00001265647,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001240342_ENSMUSE00001303644,ENSMUSE00001240342,ENSMUSE00001303644,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001240342_ENSMUSE00001269485,ENSMUSE00001240342,ENSMUSE00001269485,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001282293_ENSMUSE00001249066,ENSMUSE00001282293,ENSMUSE00001249066,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001282293_ENSMUSE00001263822,ENSMUSE00001282293,ENSMUSE00001263822,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001282293_ENSMUSE00001238359,ENSMUSE00001282293,ENSMUSE00001238359,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001282293_ENSMUSE00001265647,ENSMUSE00001282293,ENSMUSE00001265647,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001282293_ENSMUSE00001303644,ENSMUSE00001282293,ENSMUSE00001303644,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001282293_ENSMUSE00001269485,ENSMUSE00001282293,ENSMUSE00001269485,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001292510_ENSMUSE00001249066,ENSMUSE00001292510,ENSMUSE00001249066,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001292510_ENSMUSE00001263822,ENSMUSE00001292510,ENSMUSE00001263822,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001292510_ENSMUSE00001238359,ENSMUSE00001292510,ENSMUSE00001238359,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001292510_ENSMUSE00001265647,ENSMUSE00001292510,ENSMUSE00001265647,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001292510_ENSMUSE00001303644,ENSMUSE00001292510,ENSMUSE00001303644,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001292510_ENSMUSE00001269485,ENSMUSE00001292510,ENSMUSE00001269485,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001261169_ENSMUSE00001249066,ENSMUSE00001261169,ENSMUSE00001249066,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001261169_ENSMUSE00001263822,ENSMUSE00001261169,ENSMUSE00001263822,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001261169_ENSMUSE00001238359,ENSMUSE00001261169,ENSMUSE00001238359,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001261169_ENSMUSE00001265647,ENSMUSE00001261169,ENSMUSE00001265647,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001261169_ENSMUSE00001303644,ENSMUSE00001261169,ENSMUSE00001303644,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001261169_ENSMUSE00001269485,ENSMUSE00001261169,ENSMUSE00001269485,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001247909_ENSMUSE00001249066,ENSMUSE00001247909,ENSMUSE00001249066,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001247909_ENSMUSE00001263822,ENSMUSE00001247909,ENSMUSE00001263822,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001247909_ENSMUSE00001238359,ENSMUSE00001247909,ENSMUSE00001238359,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001247909_ENSMUSE00001265647,ENSMUSE00001247909,ENSMUSE00001265647,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001247909_ENSMUSE00001303644,ENSMUSE00001247909,ENSMUSE00001303644,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00001247909_ENSMUSE00001269485,ENSMUSE00001247909,ENSMUSE00001269485,1.0,0.0,0.75,1,8,2,12,23,1.0,False
ENSMUSE00000261538_ENSMUSE00000293973,ENSMUSE00000261538,ENSMUSE00000293973,1.0,0.0,1.625,1,8,1,13,23,1.0,False
ENSMUSE00000261538_ENSMUSE00000293950,ENSMUSE00000261538,ENSMUSE00000293950,1.0,0.0,1.625,1,8,1,13,23,1.0,False
ENSMUSE00000261538_ENSMUSE00000147828,ENSMUSE00000261538,ENSMUSE00000147828,1.0,0.0,1.625,1,8,1,13,23,1.0,False
ENSMUSE00000261538_ENSMUSE00000147822,ENSMUSE00000261538,ENSMUSE00000147822,1.0,0.0,1.625,1,8,1,13,23,1.0,False
ENSMUSE00000500344_ENSMUSE00000332674,ENSMUSE00000500344,ENSMUSE00000332674,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000500344_ENSMUSE00001077350,ENSMUSE00000500344,ENSMUSE00001077350,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000500344_ENSMUSE00000266892,ENSMUSE00000500344,ENSMUSE00000266892,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000500344_ENSMUSE00000938360,ENSMUSE00000500344,ENSMUSE00000938360,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000438154_ENSMUSE00000332674,ENSMUSE00000438154,ENSMUSE00000332674,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000438154_ENSMUSE00001077350,ENSMUSE00000438154,ENSMUSE00001077350,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000438154_ENSMUSE00000266892,ENSMUSE00000438154,ENSMUSE00000266892,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000438154_ENSMUSE00000938360,ENSMUSE00000438154,ENSMUSE00000938360,0.262267183700432,1.2567499221910983,4.8,4,5,2,12,23,0.9865895719257248,False
ENSMUSE00000472745_ENSMUSE00000387127,ENSMUSE00000472745,ENSMUSE00000387127,0.08330418229958163,2.9992283950617282,7.333333333333333,6,3,3,11,23,0.7784525510194641,False
ENSMUSE00000294089_ENSMUSE00000634404,ENSMUSE00000294089,ENSMUSE00000634404,0.6129464312738855,0.2559065934065936,2.25,5,4,5,9,23,1.0,False
ENSMUSE00000294089_ENSMUSE00000634402,ENSMUSE00000294089,ENSMUSE00000634402,0.6129464312738855,0.2559065934065936,2.25,5,4,5,9,23,1.0,False
